,Unnamed: 0,id,name,position,lastName,age,gender,country,image,worth_in_BUSD,worthChange_in_MSD,realTimeWorth,realTimePosition,Industry,Company
51,51,3986,Zhu yicai,,not_name_given,0.0,not_gender_given,not_country_given,,0.0,0.0,,,,
52,52,4256,Jeff bezos,1.0,Bezos,54.0,M,United States,https://specials-images.forbesimg.com/imageserve/5a8d920d31358e4955adf197/416x416.jpg?background=000000&cropX1=755&cropX2=2357&cropY1=494&cropY2=2097,112.0,0.0,,1.0,Technology  ,Amazon
53,53,6708,Bill gates,2.0,Gates,62.0,not_gender_given,United States,https://specials-images.forbesimg.com/imageserve/5a942b7b31358e79a28a452b/416x416.jpg?background=000000&cropX1=285&cropX2=3498&cropY1=146&cropY2=3360,90.0,-0.001,,2.0,Technology  ,Microsoft
54,54,7790,Warren buffett,3.0,Buffett,87.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a8d9b3a31358e4955adf300/416x416.jpg?background=000000&cropX1=378&cropX2=2650&cropY1=52&cropY2=2322,84.0,-0.002,,3.0,Finance and investments  ,Berkshire hathaway
55,55,2560,Bernard arnault,4.0,Arnault,69.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a7de808a7ea431690131adf/416x416.jpg?background=000000&cropX1=125&cropX2=2852&cropY1=11&cropY2=2736,72.0,0.0,,4.0,Fashion & retail  ,Lvmh
56,56,5624,Mark zuckerberg,5.0,Zuckerberg,34.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/59d5062131358e542c034eb7/416x416.jpg?background=000000&cropX1=419&cropX2=1409&cropY1=53&cropY2=1044,71.0,0.0,,5.0,Technology  ,Facebook
57,57,2683,Amancio ortega,6.0,Ortega,82.0,M,Spain,https://specials-images.forbesimg.com/imageserve/5a810ce6a7ea431690133fe6/416x416.jpg?background=000000&cropX1=250&cropX2=2266&cropY1=4&cropY2=2019,70.0,0.0,,6.0,Fashion & retail  ,Zara
58,58,9249,Carlos slim helu,7.0,Slim helu,78.0,M,Mexico,https://specials-images.forbesimg.com/imageserve/5a7fcad931358e4955ad21fc/416x416.jpg?background=000000&cropX1=247&cropX2=2010&cropY1=226&cropY2=1990,67.1,0.001,,7.0,Telecom  ,Telecom
59,59,8519,Charles koch,8.0,Koch,82.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5638b4b5e4b0ffa7afe69a7f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=53&cropY2=797,60.0,0.0,,12.0,Diversified  ,Koch industries
60,60,8377,David koch,9.0,Koch,78.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a8d901531358e4955adf139/416x416.jpg?background=000000&cropX1=0&cropX2=2400&cropY1=81&cropY2=2481,60.0,0.0,,13.0,Diversified  ,Koch industries
61,61,7402,Larry ellison,10.0,Ellison,73.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a8d9263a7ea431690140251/416x416.jpg?background=000000&cropX1=0&cropX2=2000&cropY1=197&cropY2=2198,58.5,-0.001,,8.0,Technology  ,Software
62,62,1761,Michael bloomberg,11.0,Bloomberg,76.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/58c1d278a7ea431f321add1f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=40&cropY2=784,50.0,0.0,,11.0,Media & entertainment  ,Bloomberg lp
63,63,5863,Larry page,12.0,Page,45.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/59d5098d4bbe6f37dd9ff6bc/416x416.jpg?background=000000&cropX1=1176&cropX2=2904&cropY1=222&cropY2=1950,48.8,0.0,,9.0,Technology  ,Google
64,64,7349,Sergey brin,13.0,Brin,44.0,not_gender_given,United States,https://specials-images.forbesimg.com/imageserve/5a8d93da31358e4955adf1c9/416x416.jpg?background=000000&cropX1=1399&cropX2=3806&cropY1=290&cropY2=2695,47.5,0.0,,10.0,Technology  ,Google
65,65,7520,Jim walton,14.0,Walton,70.0,not_gender_given,not_country_given,https://specials-images.forbesimg.com/imageserve/56d1b7cce4b0c144a7f6639f/416x416.jpg?background=000000&cropX1=110&cropX2=516&cropY1=35&cropY2=441,46.4,0.0,,19.0,Fashion & retail  ,Walmart
66,66,2820,S. robson walton,15.0,Walton,73.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/59d50a9e4bbe6f37dd9ff712/416x416.jpg?background=000000&cropX1=207&cropX2=1915&cropY1=82&cropY2=1791,46.2,0.0,,20.0,Fashion & retail  ,Walmart
67,67,8847,Alice walton,16.0,Walton,68.0,F,United States,https://specials-images.forbesimg.com/imageserve/59d50b364bbe6f37dd9ff759/416x416.jpg?background=000000&cropX1=97&cropX2=1126&cropY1=114&cropY2=1143,46.0,0.0,,21.0,Fashion & retail  ,Walmart
68,68,7715,Ma huateng,17.0,Ma,46.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a7cdf46a7ea431690130bf0/416x416.jpg?background=000000&cropX1=1094&cropX2=3921&cropY1=6&cropY2=2832,45.3,0.001,,15.0,Technology  ,Internet media
69,69,1206,Francoise bettencourt meyers,18.0,Bettencourt meyers,64.0,F,not_country_given,https://specials-images.forbesimg.com/imageserve/5a7def7631358e4955ad0a53/416x416.jpg?background=000000&cropX1=192&cropX2=973&cropY1=69&cropY2=849,42.2,0.0,,14.0,Fashion & retail  ,L'oreal
70,70,4559,Mukesh ambani,19.0,Ambani,61.0,M,India,https://specials-images.forbesimg.com/imageserve/5a7f3b7931358e4955ad1a39/416x416.jpg?background=000000&cropX1=5&cropX2=1013&cropY1=214&cropY2=1223,40.1,0.0,,17.0,Energy  ,"Petrochemicals, oil & gas"
71,71,7353,Jack ma,20.0,Ma,53.0,not_gender_given,China,https://specials-images.forbesimg.com/imageserve/5aa1598031358e79a28b5731/416x416.jpg?background=000000&cropX1=1454&cropX2=3297&cropY1=547&cropY2=2389,39.0,0.0,,18.0,Technology  ,E-commerce
72,72,2614,Sheldon adelson,21.0,Adelson,84.0,M,United States,https://specials-images.forbesimg.com/imageserve/5a8d9420a7ea43169014027b/416x416.jpg?background=000000&cropX1=935&cropX2=3219&cropY1=79&cropY2=2362,38.5,0.0,,16.0,Gambling & casinos  ,Casinos
73,73,2751,Steve ballmer,22.0,Ballmer,62.0,M,United States,https://specials-images.forbesimg.com/imageserve/59d50c47a7ea436b47b36d66/416x416.jpg?background=000000&cropX1=656&cropX2=2920&cropY1=354&cropY2=2617,38.4,0.0,,22.0,Technology  ,Microsoft
74,74,7322,Li ka-shing,23.0,Li,90.0,M,not_country_given,https://specials-images.forbesimg.com/imageserve/5a7e6e914bbe6f2652f52a98/416x416.jpg?background=000000&cropX1=623&cropX2=3280&cropY1=6&cropY2=2661,34.9,0.001,,24.0,Diversified  ,Diversified
