,id,Unnamed: 0,Source,worth,worthChange,realTimeWorth,realTimePosition
644,8558,696,Media & Entertainment  ==> Movies,3.6 BUSD,0.0 millions USD,,637
645,9701,697,Automotive  ==> auto parts,3.6 BUSD,0.0 millions USD,,775
646,8314,698,Logistics  ==> cruise ships,3.6 BUSD,0.001 millions USD,,721
647,7300,699,Healthcare  ==> pharmaceuticals,3.6 BUSD,0.0 millions USD,,659
648,7218,700,Real Estate  ==> real estate,3.6 BUSD,0.001 millions USD,,716
649,8708,701,Real Estate  ==> real estate,3.6 BUSD,0.0 millions USD,,683
650,4643,702,Manufacturing  ==> chemicals,3.6 BUSD,-0.254 millions USD,,985
651,3475,703,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.001 millions USD,,701
652,2786,704,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.001 millions USD,,702
653,1532,705,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.001 millions USD,,703
654,4845,706,"Fashion & Retail  ==> fashion retail, investments",3.5 BUSD,0.0 millions USD,,704
655,5672,707,Healthcare  ==> hospitals,3.5 BUSD,0.001 millions USD,,375
656,5667,708,Manufacturing  ==> paints,3.5 BUSD,0.0 millions USD,,585
657,9401,709,Fashion & Retail  ==> retail,3.5 BUSD,0.0 millions USD,,963
658,4136,710,Sports  ==> Formula One,3.5 BUSD,0.0 millions USD,,720
659,7877,711,Technology  ==> health IT,3.5 BUSD,0.0 millions USD,,666
660,3438,712,"Real Estate  ==> real estate, finance",3.5 BUSD,0.0 millions USD,,1061
661,4194,713,Finance and Investments  ==> private equity,3.5 BUSD,0.001 millions USD,,680
662,1510,714,Energy  ==> oil,3.5 BUSD,0.0 millions USD,,502
663,1994,715,Construction & Engineering  ==> engineering,3.5 BUSD,0.0 millions USD,,847
664,2384,716,Service  ==> airport,3.5 BUSD,0.0 millions USD,,729
665,8960,717,Finance and Investments  ==> venture capital,3.5 BUSD,0.0 millions USD,,580
666,6040,718,Real Estate  ==> real estate,3.5 BUSD,0.0 millions USD,,674
667,5329,719,Media & Entertainment  ==> movie making,3.5 BUSD,0.0 millions USD,,630
668,7808,720,"Diversified  ==> retail, real estate",3.5 BUSD,0.0 millions USD,,687
669,5504,721,"Service  ==> hotels, investments",3.5 BUSD,0.0 millions USD,,677
670,3008,722,"Finance and Investments  ==> hotels, investments",3.5 BUSD,0.0 millions USD,,678
671,1121,723,"Manufacturing  ==> manufacturing, investments",3.5 BUSD,0.001 millions USD,,604
672,4301,724,"Logistics  ==> shipping, seafood",3.5 BUSD,0.0 millions USD,,455
673,7063,725,"Finance and Investments  ==> banking, real estate",3.5 BUSD,-0.001 millions USD,,648
674,7470,726,Real Estate  ==> real estate,3.5 BUSD,0.0 millions USD,,663
675,8387,727,Diversified  ==> diversified,3.5 BUSD,0.0 millions USD,,682
676,8111,728,Diversified  ==> diversified,3.5 BUSD,-0.001 millions USD,,611
677,8349,729,Food and Beverage  ==> meat processing,3.5 BUSD,0.0 millions USD,,665
678,6397,730,Energy  ==> energy,3.4 BUSD,0.0 millions USD,,1431
679,1509,731,Metals & Mining  ==> metals,3.4 BUSD,0.0 millions USD,,747
680,3180,732,"Construction & Engineering  ==> engineering, construction",3.4 BUSD,0.0 millions USD,,738
681,5391,733,"Construction & Engineering  ==> engineering, construction",3.4 BUSD,0.0 millions USD,,739
682,6010,734,Technology  ==> software,3.4 BUSD,0.0 millions USD,,483
683,4945,735,Construction & Engineering  ==> construction,3.4 BUSD,0.0 millions USD,,705
684,9604,736,Manufacturing  ==> chemicals,3.4 BUSD,0.0 millions USD,,742
685,3726,737,Technology  ==> software,3.4 BUSD,0.0 millions USD,,484
686,6492,738,"Logistics  ==> logistics, real estate",3.4 BUSD,0.0 millions USD,,735
687,6721,739,"Fashion & Retail  ==> gas stations, retail",3.4 BUSD,0.0 millions USD,,640
688,1919,740,Fashion & Retail  ==> retail,3.4 BUSD,0.0 millions USD,,743
689,4297,741,Technology  ==> navigation equipment,3.4 BUSD,0.0 millions USD,,707
690,7807,742,Technology  ==> internet search,3.4 BUSD,0.0 millions USD,,554
691,2218,743,Healthcare  ==> medical devices,3.4 BUSD,0.001 millions USD,,676
692,2102,744,"Logistics  ==> real estate, airport",3.4 BUSD,0.0 millions USD,,726
693,5573,745,Finance and Investments  ==> finance,3.4 BUSD,0.0 millions USD,,646
694,9666,746,Diversified  ==> diversified,3.4 BUSD,0.0 millions USD,,706
695,7733,747,Gambling & Casinos  ==> gambling software,3.4 BUSD,3.9589999999999996 millions USD,,691
696,6946,748,Telecom  ==> telecom,3.4 BUSD,0.0 millions USD,,709
697,5505,749,"Logistics  ==> real estate, airport",3.4 BUSD,0.0 millions USD,,725
698,6103,750,Diversified  ==> diversified,3.4 BUSD,-0.001 millions USD,,765
699,8042,751,Real Estate  ==> real estate,3.4 BUSD,0.0 millions USD,,688
700,9705,752,Construction & Engineering  ==> construction,3.4 BUSD,0.0 millions USD,,1016
701,5152,753,"Gambling & Casinos  ==> casinos, hotels",3.4 BUSD,0.0 millions USD,,805
702,9502,754,"Metals & Mining  ==> mining, metals",3.3 BUSD,0.001 millions USD,,832
703,4326,755,"Automotive  ==> auto dealers, investments",3.3 BUSD,0.0 millions USD,,733
704,8219,756,Finance and Investments  ==> hedge funds,3.3 BUSD,0.0 millions USD,,732
705,7953,757,"Energy  ==> oil, investments",3.3 BUSD,0.0 millions USD,,675
706,3216,758,Fashion & Retail  ==> retail,3.3 BUSD,-0.16 millions USD,,823
707,4228,759,Healthcare  ==> medical equipment,3.3 BUSD,0.0 millions USD,,622
708,4893,760,"Finance and Investments  ==> insurance, beverages",3.3 BUSD,0.0 millions USD,,860
709,5450,761,"Gambling & Casinos  ==> casinos, property, energy",3.3 BUSD,0.0 millions USD,,631
710,8730,762,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,711
711,6950,763,Manufacturing  ==> paints,3.3 BUSD,0.0 millions USD,,672
712,3795,764,Service  ==> airline,3.3 BUSD,0.0 millions USD,,815
713,3467,765,Technology  ==> LinkedIn,3.3 BUSD,0.0 millions USD,,718
714,7175,766,Media & Entertainment  ==> cable television,3.3 BUSD,0.0 millions USD,,737
715,8341,767,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,898
716,8028,768,"Real Estate  ==> hotels, motels",3.3 BUSD,0.0 millions USD,,456
717,5522,769,Finance and Investments  ==> investments,3.3 BUSD,0.001 millions USD,,684
718,2667,770,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,784
719,3415,771,Finance and Investments  ==> investments,3.3 BUSD,-0.001 millions USD,,710
720,2314,772,Manufacturing  ==> aluminum products,3.3 BUSD,0.0 millions USD,,649
721,2672,773,Manufacturing  ==> chemicals,3.3 BUSD,0.0 millions USD,,488
722,8234,774,Food and Beverage  ==> Campbell Soup,3.3 BUSD,0.0 millions USD,,822
723,2312,775,Technology  ==> semiconductors,3.3 BUSD,0.0 millions USD,,644
724,7831,776,Real Estate  ==> real estate,3.3 BUSD,0.0 millions USD,,897
725,5355,777,Healthcare  ==> medical equipment,3.3 BUSD,-0.409 millions USD,,625
726,7773,778,Finance and Investments  ==> real estate,3.3 BUSD,0.0 millions USD,,766
727,2534,779,Food and Beverage  ==> flavorings,3.3 BUSD,0.0 millions USD,,769
728,7148,780,Media & Entertainment  ==> media,3.2 BUSD,0.0 millions USD,,746
729,5707,781,Fashion & Retail  ==> luxury goods,3.2 BUSD,0.0 millions USD,,628
730,2739,782,Real Estate  ==> real estate,3.2 BUSD,0.0 millions USD,,722
731,7533,783,Food and Beverage  ==> restaurants,3.2 BUSD,0.0 millions USD,,715
732,9831,784,Technology  ==> software,3.2 BUSD,-0.001 millions USD,,589
733,1750,785,Finance and Investments  ==> hedge funds,3.2 BUSD,0.0 millions USD,,750
734,3036,786,"Fashion & Retail  ==> hair products, tequila",3.2 BUSD,0.0 millions USD,,713
735,3616,787,Finance and Investments  ==> investments,3.2 BUSD,-0.001 millions USD,,595
736,8748,788,Food and Beverage  ==> beer,3.2 BUSD,0.0 millions USD,,863
737,6140,789,Finance and Investments  ==> finance,3.2 BUSD,0.0 millions USD,,700
738,8663,790,Service  ==> payroll services,3.2 BUSD,-4.504 millions USD,,690
739,7541,791,Construction & Engineering  ==> engineering,3.2 BUSD,0.0 millions USD,,801
740,3803,792,Technology  ==> acoustic components,3.2 BUSD,0.0 millions USD,,988
741,2509,793,Gambling & Casinos  ==> lotteries,3.2 BUSD,0.0 millions USD,,797
742,4471,794,Fashion & Retail  ==> furniture retailing,3.2 BUSD,0.0 millions USD,,810
743,9020,795,Finance and Investments  ==> banking,3.2 BUSD,1.315 millions USD,,778
744,2178,796,Finance and Investments  ==> banking,3.2 BUSD,1.315 millions USD,,779
745,7043,797,"Diversified  ==> banking, shipping",3.2 BUSD,0.0 millions USD,,874
746,8567,798,Finance and Investments  ==> hedge funds,3.2 BUSD,0.0 millions USD,,755
747,3420,799,Automotive  ==> tires,3.2 BUSD,0.0 millions USD,,803
748,1049,800,Energy  ==> energy,3.2 BUSD,0.0 millions USD,,712
749,8938,801,Healthcare  ==> pharmaceuticals,3.2 BUSD,-0.001 millions USD,,752
750,6871,802,Manufacturing  ==> prosthetics,3.2 BUSD,0.0 millions USD,,789
751,9659,803,Service  ==> logistics,3.2 BUSD,0.0 millions USD,,501
752,4253,804,Finance and Investments  ==> hedge funds,3.2 BUSD,0.0 millions USD,,756
753,1573,805,Fashion & Retail  ==> luxury goods,3.2 BUSD,0.0 millions USD,,629
754,2269,806,Finance and Investments  ==> private equity,3.2 BUSD,0.0 millions USD,,758
755,8443,807,"Media & Entertainment  ==> TV network, investments",3.2 BUSD,2.0069999999999997 millions USD,,760
756,6436,808,Finance and Investments  ==> banking,3.2 BUSD,0.0 millions USD,,753
757,3833,809,Fashion & Retail  ==> retail,3.2 BUSD,0.001 millions USD,,982
758,2694,810,"Energy  ==> oil & gas, investments",3.2 BUSD,0.0 millions USD,,751
759,4873,811,Automotive  ==> U-Haul,3.2 BUSD,0.001 millions USD,,787
760,1079,812,Finance and Investments  ==> investments,3.2 BUSD,0.0 millions USD,,808
761,8164,813,Finance and Investments  ==> finance,3.2 BUSD,0.0 millions USD,,730
762,9047,814,Finance and Investments  ==> finance,3.2 BUSD,0.0 millions USD,,731
763,7898,815,Technology  ==> drones,3.2 BUSD,0.0 millions USD,,749
764,7737,816,Technology  ==> eBay,3.2 BUSD,-2.0340000000000003 millions USD,,728
765,6020,817,"Energy  ==> oil, real estate",3.1 BUSD,0.0 millions USD,,768
766,8837,818,Fashion & Retail  ==> fashion retail,3.1 BUSD,0.0 millions USD,,792
767,4480,819,Healthcare  ==> pharmaceuticals,3.1 BUSD,0.0 millions USD,,490
768,5370,820,Media & Entertainment  ==> online media,3.1 BUSD,0.0 millions USD,,717
769,4414,821,Technology  ==> Twitter,3.1 BUSD,0.0 millions USD,,395
770,4887,822,Real Estate  ==> real estate,3.1 BUSD,0.0 millions USD,,727
771,4443,823,Real Estate  ==> real estate,3.1 BUSD,0.0 millions USD,,773
772,5582,824,Real Estate  ==> real estate,3.1 BUSD,0.0 millions USD,,764
773,5216,825,Real Estate  ==> real estate,3.1 BUSD,0.0 millions USD,,767
774,1686,826,Diversified  ==> pharmacies,3.1 BUSD,0.0 millions USD,,826
775,7196,827,Real Estate  ==> real estate,3.1 BUSD,0.0 millions USD,,771
776,9034,828,Metals & Mining  ==> mining,3.1 BUSD,0.0 millions USD,,748
777,8499,829,Logistics  ==> package delivery,3.1 BUSD,0.0 millions USD,,564
778,9358,830,Gambling & Casinos  ==> gambling,3.1 BUSD,0.0 millions USD,,892
779,4427,831,Food and Beverage  ==> cheese,3.1 BUSD,0.0 millions USD,,813
780,9700,832,Diversified  ==> conglomerate,3.1 BUSD,0.001 millions USD,,786
781,5473,833,Fashion & Retail  ==> retail,3.1 BUSD,0.0 millions USD,,862
782,3452,834,Diversified  ==> airlines,3.1 BUSD,0.0 millions USD,,824
783,5943,835,Diversified  ==> diversified,3.1 BUSD,0.001 millions USD,,816
784,7607,836,Manufacturing  ==> kitchen appliances,3.1 BUSD,0.001 millions USD,,1068
785,2830,837,Food and Beverage  ==> Food & Beverage,3.1 BUSD,0.001 millions USD,,698
786,7243,838,"Diversified  ==> construction equipment, media",3.1 BUSD,-3.884 millions USD,,641
787,6778,839,"Real Estate  ==> television, real estate",3.1 BUSD,0.0 millions USD,,776
788,3448,840,Technology  ==> software,3.1 BUSD,0.0 millions USD,,785
789,8751,841,Technology  ==> healthcare services,3.1 BUSD,0.0 millions USD,,1117
790,1498,842,Finance and Investments  ==> Investment Management,3.0 BUSD,0.0 millions USD,,642
791,2341,843,Healthcare  ==> pharmaceuticals,3.0 BUSD,0.0 millions USD,,660
792,5146,844,Healthcare  ==> pharmaceuticals,3.0 BUSD,0.0 millions USD,,661
793,3968,845,Sports  ==> New Orleans Saints,3.0 BUSD,nan millions USD,,661
794,6737,846,Technology  ==> venture capital,3.0 BUSD,0.0 millions USD,,754
795,8546,847,Energy  ==> oil & gas,3.0 BUSD,0.0 millions USD,,827
796,2443,848,Healthcare  ==> pharmaceuticals,3.0 BUSD,0.0 millions USD,,931
797,5930,849,Finance and Investments  ==> financial services,3.0 BUSD,0.011000000000000001 millions USD,,1010
798,3556,850,Technology  ==> mobile payments,3.0 BUSD,0.0 millions USD,,806
799,7890,851,Manufacturing  ==> lasers,3.0 BUSD,0.0 millions USD,,795
800,5090,852,"Technology  ==> software, investments",3.0 BUSD,0.0 millions USD,,763
801,1748,853,Finance and Investments  ==> Hedge funds,3.0 BUSD,0.0 millions USD,,802
802,4631,854,Logistics  ==> trucking,3.0 BUSD,0.0 millions USD,,744
803,5697,855,Finance and Investments  ==> investments,3.0 BUSD,0.001 millions USD,,819
804,8889,856,"Automotive  ==> automobiles, batteries",3.0 BUSD,0.0 millions USD,,1002
805,5926,857,Food and Beverage  ==> tobacco,3.0 BUSD,0.0 millions USD,,791
806,8991,858,Gambling & Casinos  ==> casinos,3.0 BUSD,0.0 millions USD,,830
807,4787,859,Real Estate  ==> real estate,3.0 BUSD,0.0 millions USD,,809
808,9779,860,Healthcare  ==> hospitals,3.0 BUSD,0.0 millions USD,,723
809,9677,861,"Service  ==> hotels, investments",3.0 BUSD,0.0 millions USD,,794
810,8462,862,Diversified  ==> diversified,3.0 BUSD,0.0 millions USD,,846
811,7052,863,"Construction & Engineering  ==> construction, pipes, banking",3.0 BUSD,0.0 millions USD,,971
812,9605,864,Fashion & Retail  ==> online retail,3.0 BUSD,0.0 millions USD,,818
813,7735,865,Food and Beverage  ==> Food & Beverage,3.0 BUSD,0.001 millions USD,,736
814,9537,866,Real Estate  ==> real estate,3.0 BUSD,0.0 millions USD,,757
815,6670,867,Food and Beverage  ==> meat processing,3.0 BUSD,0.0 millions USD,,781
816,5868,868,Real Estate  ==> real estate,3.0 BUSD,-0.001 millions USD,,573
817,2001,869,Food and Beverage  ==> AriZona Beverages,3.0 BUSD,0.0 millions USD,,820
818,9239,870,Real Estate  ==> real estate,3.0 BUSD,0.0 millions USD,,546
819,8698,871,Telecom  ==> electronics,3.0 BUSD,0.0 millions USD,,1172
820,5214,872,Technology  ==> online payment service,3.0 BUSD,0.001 millions USD,,814
821,4640,873,Food and Beverage  ==> fishing,2.9 BUSD,0.0 millions USD,,850
822,1879,874,Healthcare  ==> pharmaceuticals,2.9 BUSD,0.0 millions USD,,494
823,5209,875,Food and Beverage  ==> beverages,2.9 BUSD,0.0 millions USD,,1185
824,1711,876,Technology  ==> electronics,2.9 BUSD,0.0 millions USD,,848
825,2076,877,Diversified  ==> consumer goods,2.9 BUSD,0.0 millions USD,,838
826,3909,878,Fashion & Retail  ==> sports apparel,2.9 BUSD,0.0 millions USD,,655
827,9519,879,"Metals & Mining  ==> copper, education",2.9 BUSD,0.001 millions USD,,788
828,2984,880,Finance and Investments  ==> banking,2.9 BUSD,0.0 millions USD,,844
829,8114,881,Service  ==> employment agency,2.9 BUSD,0.0 millions USD,,920
830,7095,882,Diversified  ==> consumer goods,2.9 BUSD,0.0 millions USD,,835
831,1562,883,Diversified  ==> consumer goods,2.9 BUSD,0.0 millions USD,,836
832,1096,884,Diversified  ==> consumer goods,2.9 BUSD,0.0 millions USD,,837
833,1149,885,Food and Beverage  ==> poultry processing,2.9 BUSD,0.0 millions USD,,866
834,7994,886,Service  ==> consulting,2.9 BUSD,0.0 millions USD,,909
835,5149,887,Healthcare  ==> pharmaceuticals,2.9 BUSD,0.0 millions USD,,724
836,3952,888,Healthcare  ==> pharmaceuticals,2.9 BUSD,0.051 millions USD,,812
837,5834,889,"Finance and Investments  ==> construction, investments",2.9 BUSD,0.0 millions USD,,886
838,6286,890,Real Estate  ==> real estate,2.9 BUSD,0.0 millions USD,,1066
839,6130,891,Food and Beverage  ==> bakeries,2.9 BUSD,0.0 millions USD,,851
840,8632,892,Technology  ==> online retail,2.9 BUSD,0.0 millions USD,,594
841,3989,893,Service  ==> travel,2.9 BUSD,0.0 millions USD,,865
842,5467,894,"Finance and Investments  ==> chemicals, investments",2.9 BUSD,0.0 millions USD,,899
843,3123,895,Fashion & Retail  ==> drugstores,2.9 BUSD,0.0 millions USD,,864
844,2654,896,Diversified  ==> consumer goods,2.9 BUSD,-0.001 millions USD,,833
845,5006,897,"Finance and Investments  ==> finance, diversified",2.9 BUSD,0.0 millions USD,,1050
846,3183,898,Diversified  ==> petrochemicals,2.9 BUSD,0.0 millions USD,,1022
847,4379,899,Technology  ==> Facebook,2.9 BUSD,0.0 millions USD,,734
848,2381,900,Technology  ==> business software,2.9 BUSD,0.0 millions USD,,852
849,3551,901,Finance and Investments  ==> hedge funds,2.9 BUSD,0.0 millions USD,,855
850,2579,902,Manufacturing  ==> blinds,2.9 BUSD,0.0 millions USD,,940
851,3349,903,Healthcare  ==> medical equipment,2.9 BUSD,0.0 millions USD,,741
852,8887,904,"Diversified  ==> real estate, construction",2.9 BUSD,0.0 millions USD,,889
853,7310,905,Finance and Investments  ==> finance,2.9 BUSD,0.0 millions USD,,777
854,4492,906,Finance and Investments  ==> electronic trading,2.9 BUSD,0.0 millions USD,,782
855,2825,907,Real Estate  ==> real estate,2.9 BUSD,0.0 millions USD,,877
856,8959,908,Technology  ==> electronics components,2.9 BUSD,0.0 millions USD,,861
857,7609,909,Technology  ==> electronics components,2.9 BUSD,0.0 millions USD,,868
858,1107,910,"Food and Beverage  ==> soft drinks, diversified",2.8 BUSD,0.0 millions USD,,937
859,2616,911,Finance and Investments  ==> private equity,2.8 BUSD,0.0 millions USD,,881
860,8808,912,Finance and Investments  ==> private equity,2.8 BUSD,0.0 millions USD,,885
861,2448,913,Service  ==> staffing & recruiting,2.8 BUSD,0.0 millions USD,,762
862,4727,914,Fashion & Retail  ==> sportswear,2.8 BUSD,0.0 millions USD,,685
863,6907,915,Food and Beverage  ==> Campbell Soup,2.8 BUSD,0.0 millions USD,,883
864,9075,916,Fashion & Retail  ==> Gap,2.8 BUSD,0.0 millions USD,,857
865,5723,917,Fashion & Retail  ==> Gap,2.8 BUSD,0.0 millions USD,,843
866,4295,918,Diversified  ==> conglomerate,2.8 BUSD,0.0 millions USD,,992
867,7337,919,Healthcare  ==> medical products,2.8 BUSD,0.0 millions USD,,900
868,7844,920,Real Estate  ==> real estate,2.8 BUSD,0.0 millions USD,,829
869,7253,921,Finance and Investments  ==> investments,2.8 BUSD,nan millions USD,,829
870,9343,922,Healthcare  ==> biotech,2.8 BUSD,0.0 millions USD,,902
871,2597,923,Manufacturing  ==> petrochemicals,2.8 BUSD,0.0 millions USD,,841
872,3333,924,Telecom  ==> telecom,2.8 BUSD,0.267 millions USD,,952
873,4215,925,Diversified  ==> art collection,2.8 BUSD,0.0 millions USD,,884
874,2061,926,Diversified  ==> diversified,2.8 BUSD,0.0 millions USD,,980
875,8433,927,Finance and Investments  ==> investments,2.8 BUSD,0.0 millions USD,,873
876,3575,928,"Finance and Investments  ==> hotels, investments",2.8 BUSD,0.0 millions USD,,880
877,5998,929,Fashion & Retail  ==> Hermes,2.8 BUSD,0.0 millions USD,,714
878,3929,930,Real Estate  ==> real estate,2.8 BUSD,0.0 millions USD,,904
879,2620,931,Finance and Investments  ==> private equity,2.8 BUSD,0.0 millions USD,,869
880,3304,932,"Diversified  ==> online games, investments",2.8 BUSD,0.001 millions USD,,1288
881,3289,933,Media & Entertainment  ==> TV broadcasting,2.8 BUSD,0.0 millions USD,,946
882,5602,934,Logistics  ==> shipping,2.8 BUSD,0.0 millions USD,,859
883,8720,935,Finance and Investments  ==> finance,2.8 BUSD,0.0 millions USD,,761
884,7570,936,Food and Beverage  ==> chewing gum,2.8 BUSD,0.0 millions USD,,901
885,7424,937,"Real Estate  ==> real estate, media",2.8 BUSD,0.0 millions USD,,853
886,2717,938,"Construction & Engineering  ==> scaffolding, cement mixers",2.7 BUSD,0.0 millions USD,,962
887,6349,939,Diversified  ==> diversified,2.7 BUSD,-0.001 millions USD,,1121
888,1574,940,"Diversified  ==> forestry, mining",2.7 BUSD,0.0 millions USD,,1053
889,2064,941,"Diversified  ==> hospitals, investments",2.7 BUSD,0.0 millions USD,,856
890,2790,942,"Diversified  ==> art, electronics",2.7 BUSD,0.0 millions USD,,410
891,2630,943,Energy  ==> pipelines,2.7 BUSD,0.0 millions USD,,887
892,2924,944,Real Estate  ==> shopping centers,2.7 BUSD,0.0 millions USD,,831
893,8417,945,Food and Beverage  ==> Campbell Soup,2.7 BUSD,0.0 millions USD,,1027
894,6171,946,"Diversified  ==> airports, investments",2.7 BUSD,0.0 millions USD,,906
895,1352,947,Automotive  ==> automobiles,2.7 BUSD,0.0 millions USD,,790
896,3597,948,Manufacturing  ==> manufacturing,2.7 BUSD,0.001 millions USD,,958
897,3358,949,Manufacturing  ==> furniture,2.7 BUSD,0.0 millions USD,,793
898,7920,950,Finance and Investments  ==> auto loans,2.7 BUSD,0.0 millions USD,,930
899,3489,951,Media & Entertainment  ==> Netflix,2.7 BUSD,0.0 millions USD,,519
900,4296,952,Real Estate  ==> real estate,2.7 BUSD,0.0 millions USD,,986
901,5839,953,Sports  ==> Indianapolis Colts,2.7 BUSD,0.0 millions USD,,910
902,6298,954,Technology  ==> online services,2.7 BUSD,0.0 millions USD,,949
903,5531,955,Fashion & Retail  ==> fashion retail,2.7 BUSD,0.0 millions USD,,1130
904,6918,956,Diversified  ==> diversified,2.7 BUSD,-0.251 millions USD,,911
905,7135,957,Telecom  ==> telecom,2.7 BUSD,0.267 millions USD,,970
906,6607,958,Diversified  ==> diversified,2.7 BUSD,0.0 millions USD,,1049
907,2166,959,Technology  ==> web hosting,2.7 BUSD,0.0 millions USD,,905
908,3446,960,"Media & Entertainment  ==> media, real estate",2.7 BUSD,0.0 millions USD,,774
909,7559,961,Service  ==> security services,2.7 BUSD,0.0 millions USD,,1043
910,1800,962,"Diversified  ==> casinos, real estate",2.7 BUSD,0.0 millions USD,,916
911,3149,963,Food and Beverage  ==> Starbucks,2.7 BUSD,0.0 millions USD,,948
912,2792,964,Automotive  ==> U-Haul,2.7 BUSD,0.0 millions USD,,915
913,5626,965,Healthcare  ==> dental implants,2.7 BUSD,0.0 millions USD,,842
914,9583,966,Fashion & Retail  ==> fashion investments,2.7 BUSD,0.0 millions USD,,928
915,7476,967,Diversified  ==> diversified,2.7 BUSD,-0.001 millions USD,,1092
916,8502,968,Finance and Investments  ==> finance,2.7 BUSD,0.0 millions USD,,894
917,5328,969,Fashion & Retail  ==> nutrition and wellness products,2.7 BUSD,0.0 millions USD,,673
918,6633,970,Fashion & Retail  ==> fashion,2.7 BUSD,-2.001 millions USD,,1140
919,1420,971,"Real Estate  ==> real estate, plush toys",2.7 BUSD,0.0 millions USD,,908
920,6310,972,Media & Entertainment  ==> TV shows,2.7 BUSD,0.0 millions USD,,783
921,7757,973,Fashion & Retail  ==> Retail,2.7 BUSD,0.0 millions USD,,934
922,9129,974,Real Estate  ==> real estate services,2.7 BUSD,0.0 millions USD,,919
923,9292,975,Finance and Investments  ==> investments,2.6 BUSD,0.0 millions USD,,981
924,1737,976,Diversified  ==> diversified,2.6 BUSD,-0.001 millions USD,,1333
925,3121,977,Technology  ==> online gaming,2.6 BUSD,0.0 millions USD,,839
926,2404,978,"Media & Entertainment  ==> media, investments",2.6 BUSD,0.0 millions USD,,969
927,8381,979,Finance and Investments  ==> private equity,2.6 BUSD,0.0 millions USD,,941
928,3941,980,"Construction & Engineering  ==> cement, diversified",2.6 BUSD,-0.001 millions USD,,1079
929,8845,981,Telecom  ==> mobile phones,2.6 BUSD,0.0 millions USD,,990
930,4632,982,Finance and Investments  ==> investments,2.6 BUSD,0.001 millions USD,,772
931,6505,983,Logistics  ==> logistics,2.6 BUSD,0.0 millions USD,,997
932,8627,984,Finance and Investments  ==> investments,2.6 BUSD,0.0 millions USD,,1057
933,6795,985,Real Estate  ==> real estate,2.6 BUSD,0.0 millions USD,,950
934,5341,986,Healthcare  ==> pharmaceuticals,2.6 BUSD,-0.001 millions USD,,879
935,2562,987,Healthcare  ==> hospitals,2.6 BUSD,-0.001 millions USD,,1076
936,3399,988,Service  ==> self storage,2.6 BUSD,0.0 millions USD,,867
937,5282,989,Energy  ==> energy generation,2.6 BUSD,0.0 millions USD,,936
938,9912,990,Real Estate  ==> real estate,2.6 BUSD,0.0 millions USD,,995
939,1143,991,Healthcare  ==> pharmaceuticals,2.6 BUSD,0.0 millions USD,,875
940,6660,992,"Diversified  ==> palm oil, property",2.6 BUSD,0.0 millions USD,,913
941,4998,993,Finance and Investments  ==> hedge funds,2.6 BUSD,0.0 millions USD,,821
942,8949,994,Healthcare  ==> laboratory services,2.6 BUSD,0.0 millions USD,,1078
943,2971,995,"Metals & Mining  ==> mining, commodities",2.6 BUSD,-0.301 millions USD,,921
944,4782,996,Technology  ==> electronics components,2.6 BUSD,0.0 millions USD,,929
945,8955,997,Healthcare  ==> hospitals,2.6 BUSD,0.0 millions USD,,1081
946,3389,998,Diversified  ==> diversified,2.6 BUSD,0.0 millions USD,,1199
947,7858,999,Technology  ==> Facebook,2.6 BUSD,0.0 millions USD,,953
948,5047,1000,Real Estate  ==> real estate,2.6 BUSD,0.0 millions USD,,882
949,3050,1001,Finance and Investments  ==> insurance,2.6 BUSD,0.0 millions USD,,947
950,7161,1002,Media & Entertainment  ==> Bloomberg LP,2.6 BUSD,0.0 millions USD,,845
951,1744,1003,Metals & Mining  ==> steel production,2.6 BUSD,-0.001 millions USD,,1012
952,8403,1004,Real Estate  ==> real estate,2.6 BUSD,0.0 millions USD,,606
953,2078,1005,Technology  ==> software,2.6 BUSD,0.0 millions USD,,944
954,4909,1006,"Diversified  ==> aluminum, diversified",2.6 BUSD,0.0 millions USD,,1042
955,9540,1007,Finance and Investments  ==> investment banking,2.6 BUSD,0.001 millions USD,,932
956,8098,1008,Service  ==> printing,2.6 BUSD,0.0 millions USD,,878
957,8754,1009,Fashion & Retail  ==> shoes,2.6 BUSD,0.0 millions USD,,896
958,7285,1010,Energy  ==> oil trading,2.6 BUSD,0.0 millions USD,,933
959,2347,1011,"Metals & Mining  ==> mining, banking, hotels",2.6 BUSD,-0.043 millions USD,,942
960,9544,1012,Fashion & Retail  ==> Lululemon,2.6 BUSD,0.0 millions USD,,669
961,3820,1013,Technology  ==> Yahoo,2.6 BUSD,118.35700000000001 millions USD,,893
962,9328,1014,Technology  ==> touch screens,2.6 BUSD,0.0 millions USD,,1151
963,8095,1015,Construction & Engineering  ==> construction,2.6 BUSD,0.0 millions USD,,1160
964,9011,1016,Food and Beverage  ==> Diversified,2.5 BUSD,0.0 millions USD,,1025
965,4714,1017,"Energy  ==> oil, investments",2.5 BUSD,0.0 millions USD,,964
