,id,Unnamed: 0,Source,worth,worthChange,realTimeWorth,realTimePosition
1572,4821,1624,Healthcare  ==> pharmaceuticals,1.5 BUSD,0.0 millions USD,,2006
1573,1544,1625,Telecom  ==> communications equipment,1.5 BUSD,0.001 millions USD,,2101
1574,5763,1626,Media & Entertainment  ==> publishing,1.5 BUSD,0.0 millions USD,,1637
1575,7179,1627,Diversified  ==> diversified,1.5 BUSD,0.0 millions USD,,1555
1576,8659,1628,Diversified  ==> investments,1.5 BUSD,0.0 millions USD,,1718
1577,5803,1629,Diversified  ==> investments,1.5 BUSD,0.0 millions USD,,1719
1578,9837,1630,"Diversified  ==> pharmaceuticals, diversified",1.5 BUSD,0.0 millions USD,,2094
1579,2183,1631,"Diversified  ==> pharmaceuticals, diversified",1.5 BUSD,nan millions USD,,2094
1580,4922,1632,Automotive  ==> Ford Motor,1.5 BUSD,0.001 millions USD,,1596
1581,2080,1633,Media & Entertainment  ==> video games,1.5 BUSD,0.0 millions USD,,1322
1582,4519,1634,Fashion & Retail  ==> beauty products,1.5 BUSD,0.0 millions USD,,1619
1583,3619,1635,"Construction & Engineering  ==> construction, investments",1.5 BUSD,3.924 millions USD,,1921
1584,3095,1636,Fashion & Retail  ==> Urban Outfitters,1.5 BUSD,0.0 millions USD,,1354
1585,7005,1637,"Manufacturing  ==> elevators, escalators",1.5 BUSD,0.0 millions USD,,1633
1586,8204,1638,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1675
1587,5574,1639,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1638
1588,4198,1640,Media & Entertainment  ==> amusement parks,1.5 BUSD,0.001 millions USD,,1383
1589,3912,1641,Logistics  ==> logistics,1.5 BUSD,0.0 millions USD,,1742
1590,9074,1642,"Finance and Investments  ==> insurance, investments",1.5 BUSD,-3.759 millions USD,,1588
1591,6676,1643,Manufacturing  ==> auto parts,1.5 BUSD,0.0 millions USD,,1465
1592,1913,1644,Real Estate  ==> transportation,1.5 BUSD,0.001 millions USD,,1455
1593,2596,1645,Food and Beverage  ==> food,1.5 BUSD,0.0 millions USD,,1735
1594,3177,1646,Finance and Investments  ==> investments,1.5 BUSD,0.0 millions USD,,1582
1595,3512,1647,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1564
1596,8586,1648,Food and Beverage  ==> agriculture,1.5 BUSD,0.0 millions USD,,1559
1597,3695,1649,Fashion & Retail  ==> cosmetics,1.5 BUSD,0.0 millions USD,,1813
1598,5698,1650,Manufacturing  ==> glass,1.5 BUSD,0.0 millions USD,,1707
1599,6549,1651,Manufacturing  ==> manufacturing,1.5 BUSD,0.0 millions USD,,1692
1600,4128,1652,Technology  ==> online games,1.5 BUSD,nan millions USD,,1692
1601,5668,1653,Automotive  ==> automobiles,1.5 BUSD,0.0 millions USD,,1627
1602,6707,1654,Healthcare  ==> pharmaceuticals,1.5 BUSD,0.0 millions USD,,1554
1603,1576,1655,Manufacturing  ==> chemicals,1.5 BUSD,0.0 millions USD,,1927
1604,4271,1656,Fashion & Retail  ==> supermarkets,1.5 BUSD,0.0 millions USD,,1608
1605,5295,1657,Real Estate  ==> real estate,1.5 BUSD,-0.001 millions USD,,1626
1606,5513,1658,Energy  ==> coal,1.5 BUSD,0.001 millions USD,,1439
1607,8775,1659,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1607
1608,7505,1660,Fashion & Retail  ==> apparel retailer,1.5 BUSD,0.0 millions USD,,1762
1609,2409,1661,Finance and Investments  ==> art,1.5 BUSD,0.0 millions USD,,1581
1610,5690,1662,Finance and Investments  ==> investments,1.5 BUSD,0.0 millions USD,,1807
1611,5288,1663,Diversified  ==> diversified,1.5 BUSD,0.0 millions USD,,1730
1612,4103,1664,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1630
1613,1016,1665,Manufacturing  ==> aerospace,1.5 BUSD,0.0 millions USD,,1796
1614,6211,1666,Manufacturing  ==> aerospace,1.5 BUSD,0.0 millions USD,,1614
1615,6334,1667,Real Estate  ==> shopping malls,1.5 BUSD,0.0 millions USD,,2039
1616,1546,1668,Technology  ==> online games,1.5 BUSD,0.001 millions USD,,1473
1617,3545,1669,Fashion & Retail  ==> Under Armour,1.5 BUSD,-0.001 millions USD,,1195
1618,5782,1670,"Service  ==> hotels, investments",1.5 BUSD,0.0 millions USD,,1570
1619,8510,1671,Healthcare  ==> pharmaceuticals,1.5 BUSD,0.0 millions USD,,1660
1620,2840,1672,Diversified  ==> processed milk,1.5 BUSD,0.0 millions USD,,1809
1621,4451,1673,Food and Beverage  ==> beverages,1.5 BUSD,0.0 millions USD,,1546
1622,2092,1674,Finance and Investments  ==> hedge funds,1.5 BUSD,0.0 millions USD,,1621
1623,8936,1675,"Media & Entertainment  ==> media, tech",1.5 BUSD,0.0 millions USD,,1763
1624,9690,1676,Finance and Investments  ==> money management,1.5 BUSD,-0.001 millions USD,,1569
1625,5349,1677,Media & Entertainment  ==> publishing,1.5 BUSD,0.0 millions USD,,1441
1626,7191,1678,Fashion & Retail  ==> cosmetics,1.5 BUSD,0.0 millions USD,,1922
1627,7687,1679,Food and Beverage  ==> alcohol,1.5 BUSD,0.0 millions USD,,1549
1628,8571,1680,Manufacturing  ==> agrochemicals,1.5 BUSD,0.0 millions USD,,1800
1629,1636,1681,Automotive  ==> auto parts,1.5 BUSD,0.0 millions USD,,1571
1630,9079,1682,Technology  ==> Instagram,1.5 BUSD,0.0 millions USD,,1446
1631,1997,1683,"Manufacturing  ==> textiles, electronics",1.5 BUSD,nan millions USD,,1446
1632,1789,1684,Food and Beverage  ==> packaged foods,1.5 BUSD,0.0 millions USD,,1969
1633,1719,1685,Finance and Investments  ==> online lending,1.5 BUSD,nan millions USD,,1969
1634,5085,1686,Logistics  ==> logistics,1.5 BUSD,0.0 millions USD,,1634
1635,1729,1687,"Diversified  ==> insurance, NFL team",1.5 BUSD,0.0 millions USD,,1535
1636,9720,1688,Service  ==> outsourcing,1.5 BUSD,0.001 millions USD,,1508
1637,6374,1689,Manufacturing  ==> manufacturing,1.5 BUSD,0.0 millions USD,,1743
1638,5193,1690,Healthcare  ==> healthcare,1.5 BUSD,0.0 millions USD,,1592
1639,1633,1691,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1738
1640,8420,1692,Media & Entertainment  ==> search engine,1.5 BUSD,0.0 millions USD,,1620
1641,1731,1693,Media & Entertainment  ==> publishing,1.5 BUSD,0.0 millions USD,,1442
1642,5125,1694,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1958
1643,5272,1695,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1780
1644,3487,1696,Energy  ==> energy services,1.5 BUSD,0.0 millions USD,,1611
1645,1299,1697,Real Estate  ==> real estate,1.5 BUSD,0.0 millions USD,,1616
1646,6841,1698,Fashion & Retail  ==> apparel,1.5 BUSD,0.0 millions USD,,1686
1647,9795,1699,"Diversified  ==> oil, banking",1.5 BUSD,0.0 millions USD,,1036
1648,8710,1700,Fashion & Retail  ==> e-commerce,1.5 BUSD,0.0 millions USD,,1583
1649,8676,1701,Construction & Engineering  ==> engineering,1.4 BUSD,0.0 millions USD,,1916
1650,6616,1702,Energy  ==> investments,1.4 BUSD,0.0 millions USD,,1724
1651,7391,1703,Finance and Investments  ==> investments,1.4 BUSD,0.0 millions USD,,1599
1652,7821,1704,Diversified  ==> diversified,1.4 BUSD,0.0 millions USD,,1706
1653,3012,1705,Diversified  ==> diversified,1.4 BUSD,0.0 millions USD,,1677
1654,5959,1706,Diversified  ==> investments,1.4 BUSD,0.0 millions USD,,1651
1655,5424,1707,Diversified  ==> investments,1.4 BUSD,0.0 millions USD,,1652
1656,3750,1708,Metals & Mining  ==> real estate,1.4 BUSD,0.0 millions USD,,1698
1657,2085,1709,Healthcare  ==> pharmaceuticals,1.4 BUSD,-0.273 millions USD,,1650
1658,9855,1710,Fashion & Retail  ==> retailing,1.4 BUSD,0.0 millions USD,,1786
1659,2728,1711,Manufacturing  ==> graphite electrodes,1.4 BUSD,0.0 millions USD,,1612
1660,5729,1712,Automotive  ==> car dealerships,1.4 BUSD,0.0 millions USD,,1574
1661,4513,1713,Food and Beverage  ==> dairy,1.4 BUSD,0.0 millions USD,,2017
1662,2260,1714,Service  ==> educational services,1.4 BUSD,0.0 millions USD,,1589
1663,1813,1715,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1764
1664,1746,1716,Logistics  ==> package delivery,1.4 BUSD,0.0 millions USD,,1299
1665,2190,1717,Technology  ==> online games,1.4 BUSD,0.0 millions USD,,1705
1666,5771,1718,Diversified  ==> property,1.4 BUSD,0.0 millions USD,,1602
1667,2287,1719,"Technology  ==> computer services, telecom",1.4 BUSD,0.0 millions USD,,1820
1668,3457,1720,Technology  ==> software,1.4 BUSD,0.0 millions USD,,1648
1669,8780,1721,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1765
1670,8378,1722,Fashion & Retail  ==> retail,1.4 BUSD,0.0 millions USD,,1754
1671,7468,1723,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1854
1672,3908,1724,Finance and Investments  ==> investments,1.4 BUSD,0.0 millions USD,,1578
1673,3688,1725,Energy  ==> power,1.4 BUSD,0.0 millions USD,,1810
1674,9615,1726,Construction & Engineering  ==> construction,1.4 BUSD,0.0 millions USD,,1683
1675,7426,1727,Technology  ==> software services,1.4 BUSD,0.0 millions USD,,1676
1676,9692,1728,Healthcare  ==> vaccines,1.4 BUSD,0.0 millions USD,,759
1677,6612,1729,Manufacturing  ==> leisure craft,1.4 BUSD,0.0 millions USD,,1663
1678,4292,1730,Finance and Investments  ==> hedge funds,1.4 BUSD,0.0 millions USD,,1752
1679,2795,1731,Construction & Engineering  ==> real estate,1.4 BUSD,0.0 millions USD,,1760
1680,3461,1732,"Metals & Mining  ==> commodities, investments",1.4 BUSD,0.0 millions USD,,1661
1681,5352,1733,Logistics  ==> trading company,1.4 BUSD,0.0 millions USD,,1876
1682,9810,1734,Fashion & Retail  ==> sourcing,1.4 BUSD,0.001 millions USD,,1849
1683,6854,1735,Media & Entertainment  ==> cable television,1.4 BUSD,0.0 millions USD,,1671
1684,4355,1736,Manufacturing  ==> textiles,1.4 BUSD,0.0 millions USD,,1938
1685,1641,1737,Service  ==> EasyJet,1.4 BUSD,0.0 millions USD,,1557
1686,3269,1738,Diversified  ==> diversified,1.4 BUSD,nan millions USD,,1557
1687,1239,1739,Finance and Investments  ==> investments,1.4 BUSD,0.0 millions USD,,1745
1688,9836,1740,Metals & Mining  ==> mining,1.4 BUSD,-0.001 millions USD,,1769
1689,6949,1741,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1375
1690,8952,1742,"Food and Beverage  ==> bakeries, fast food",1.4 BUSD,0.0 millions USD,,1631
1691,8622,1743,Finance and Investments  ==> insurance,1.4 BUSD,0.0 millions USD,,1579
1692,7294,1744,Food and Beverage  ==> coffee chain,1.4 BUSD,-3.805 millions USD,,1792
1693,9602,1745,Fashion & Retail  ==> jewelry,1.4 BUSD,0.0 millions USD,,1777
1694,3784,1746,Finance and Investments  ==> investment banking,1.4 BUSD,0.0 millions USD,,2055
1695,4339,1747,Technology  ==> software,1.4 BUSD,0.0 millions USD,,1696
1696,9159,1748,Healthcare  ==> pharmaceuticals,1.4 BUSD,nan millions USD,,1696
1697,3720,1749,Manufacturing  ==> investments,1.4 BUSD,0.0 millions USD,,1639
1698,3231,1750,"Finance and Investments  ==> banking, insurance, media",1.4 BUSD,0.0 millions USD,,1891
1699,3266,1751,Technology  ==> video games,1.4 BUSD,0.0 millions USD,,1715
1700,3816,1752,Technology  ==> retail,1.4 BUSD,0.0 millions USD,,1680
1701,6271,1753,Healthcare  ==> medical products,1.4 BUSD,0.0 millions USD,,1642
1702,8547,1754,Automotive  ==> auto dealerships,1.4 BUSD,0.0 millions USD,,1321
1703,8324,1755,Manufacturing  ==> lithium,1.4 BUSD,0.0 millions USD,,1641
1704,1105,1756,Technology  ==> Manufacturing,1.4 BUSD,0.0 millions USD,,1781
1705,7183,1757,Metals & Mining  ==> investments,1.4 BUSD,0.0 millions USD,,1645
1706,1628,1758,Fashion & Retail  ==> fashion retail,1.4 BUSD,nan millions USD,,1645
1707,8569,1759,"Media & Entertainment  ==> cable TV, investments",1.4 BUSD,-0.001 millions USD,,1766
1708,7210,1760,Diversified  ==> diversified,1.4 BUSD,-0.09 millions USD,,1628
1709,4369,1761,Telecom  ==> telecom,1.4 BUSD,0.0 millions USD,,1275
1710,3729,1762,"Fashion & Retail  ==> real estate, retail",1.4 BUSD,0.0 millions USD,,1902
1711,2622,1763,Manufacturing  ==> power equipment,1.4 BUSD,0.0 millions USD,,1787
1712,8639,1764,Technology  ==> software services,1.4 BUSD,nan millions USD,,1787
1713,8193,1765,Finance and Investments  ==> investments,1.4 BUSD,0.0 millions USD,,1697
1714,9049,1766,"Energy  ==> sugar, ethanol",1.4 BUSD,0.0 millions USD,,2133
1715,6884,1767,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1479
1716,2928,1768,Media & Entertainment  ==> computer games,1.4 BUSD,0.0 millions USD,,1632
1717,2323,1769,"Metals & Mining  ==> steel pipes, diversified",1.4 BUSD,0.0 millions USD,,1647
1718,5954,1770,Fashion & Retail  ==> luxury goods,1.4 BUSD,0.0 millions USD,,1517
1719,5372,1771,Fashion & Retail  ==> luxury goods,1.4 BUSD,0.0 millions USD,,1518
1720,4516,1772,Healthcare  ==> health care,1.4 BUSD,0.0 millions USD,,1523
1721,4140,1773,Sports  ==> sports teams,1.4 BUSD,0.0 millions USD,,1629
1722,9331,1774,Fashion & Retail  ==> supermarkets,1.4 BUSD,0.0 millions USD,,1773
1723,9333,1775,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1739
1724,2581,1776,Technology  ==> robotics,1.4 BUSD,0.0 millions USD,,2122
1725,6084,1777,Energy  ==> petrochemicals,1.4 BUSD,0.0 millions USD,,1640
1726,1154,1778,Fashion & Retail  ==> retail,1.4 BUSD,0.001 millions USD,,2023
1727,4310,1779,"Energy  ==> oil & gas, investments",1.4 BUSD,0.0 millions USD,,1553
1728,4582,1780,Real Estate  ==> hotels,1.4 BUSD,0.0 millions USD,,1733
1729,1038,1781,Manufacturing  ==> palm oil,1.4 BUSD,0.0 millions USD,,1704
1730,4159,1782,Service  ==> education,1.4 BUSD,4.869 millions USD,,1670
1731,9784,1783,Healthcare  ==> pharmaceuticals,1.4 BUSD,0.0 millions USD,,1784
1732,1157,1784,Manufacturing  ==> toys,1.4 BUSD,0.0 millions USD,,1708
1733,3960,1785,Real Estate  ==> real estate,1.4 BUSD,0.0 millions USD,,1466
1734,8815,1786,Metals & Mining  ==> steel,1.4 BUSD,0.0 millions USD,,1789
1735,4433,1787,Telecom  ==> telecom,1.4 BUSD,0.0 millions USD,,1664
1736,2224,1788,Metals & Mining  ==> steel,1.4 BUSD,0.0 millions USD,,1817
1737,8953,1789,Automotive  ==> auto parts,1.4 BUSD,0.0 millions USD,,1775
1738,3757,1790,Telecom  ==> telecom services,1.4 BUSD,0.0 millions USD,,1783
1739,4033,1791,Diversified  ==> conglomerate,1.4 BUSD,0.0 millions USD,,1665
1740,3920,1792,Energy  ==> natural gas,1.4 BUSD,0.002 millions USD,,1688
1741,9937,1793,Energy  ==> natural gas,1.4 BUSD,0.002 millions USD,,1689
1742,1015,1794,Finance and Investments  ==> finance,1.4 BUSD,0.0 millions USD,,1655
1743,4898,1795,Technology  ==> software,1.4 BUSD,0.0 millions USD,,1984
1744,1150,1796,Manufacturing  ==> metal processing,1.4 BUSD,0.0 millions USD,,1912
1745,4359,1797,Food and Beverage  ==> beer,1.4 BUSD,0.0 millions USD,,1623
1746,5112,1798,"Finance and Investments  ==> precious metals, real estate",1.4 BUSD,0.0 millions USD,,1584
1747,7600,1799,Technology  ==> online games,1.4 BUSD,nan millions USD,,1584
1748,6511,1800,Manufacturing  ==> electronic components,1.4 BUSD,0.0 millions USD,,1536
1749,4007,1801,Food and Beverage  ==> wine,1.4 BUSD,0.0 millions USD,,1577
1750,1120,1802,Finance and Investments  ==> cryptocurrency,1.4 BUSD,0.0 millions USD,,1681
1751,4956,1803,Manufacturing  ==> chemicals,1.4 BUSD,0.0 millions USD,,1747
1752,5838,1804,Manufacturing  ==> conglomerate,1.4 BUSD,0.0 millions USD,,1736
1753,3633,1805,Healthcare  ==> pharmaceuticals,1.4 BUSD,0.0 millions USD,,1798
1754,8317,1806,Diversified  ==> diversified,1.4 BUSD,0.0 millions USD,,1993
1755,6890,1807,Gambling & Casinos  ==> betting machines,1.3 BUSD,0.0 millions USD,,1711
1756,9200,1808,Media & Entertainment  ==> television,1.3 BUSD,0.0 millions USD,,1662
1757,3677,1809,Manufacturing  ==> chemicals,1.3 BUSD,0.0 millions USD,,1879
1758,8817,1810,Finance and Investments  ==> venture capital,1.3 BUSD,0.0 millions USD,,1823
1759,6690,1811,Finance and Investments  ==> banking,1.3 BUSD,0.0 millions USD,,2123
1760,1483,1812,Food and Beverage  ==> consumer goods,1.3 BUSD,0.0 millions USD,,1691
1761,3646,1813,Technology  ==> AOL,1.3 BUSD,0.001 millions USD,,1753
1762,9090,1814,Real Estate  ==> property,1.3 BUSD,0.0 millions USD,,1875
1763,7023,1815,Technology  ==> electronics,1.3 BUSD,0.0 millions USD,,2060
1764,7437,1816,Healthcare  ==> pharmaceuticals,1.3 BUSD,0.0 millions USD,,1836
1765,6646,1817,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,1811
1766,4529,1818,"Food and Beverage  ==> food, drinks",1.3 BUSD,0.0 millions USD,,1860
1767,7802,1819,Fashion & Retail  ==> fashion,1.3 BUSD,0.0 millions USD,,1394
1768,6435,1820,Service  ==> Xerox,1.3 BUSD,0.0 millions USD,,1804
1769,1061,1821,Fashion & Retail  ==> shoes,1.3 BUSD,0.0 millions USD,,1946
1770,7827,1822,Finance and Investments  ==> banking,1.3 BUSD,0.0 millions USD,,1851
1771,6896,1823,Telecom  ==> mobile phones,1.3 BUSD,0.0 millions USD,,1832
1772,4769,1824,Finance and Investments  ==> money management,1.3 BUSD,0.0 millions USD,,1744
1773,2331,1825,"Media & Entertainment  ==> TV shows, movies",1.3 BUSD,0.0 millions USD,,1987
1774,7799,1826,Service  ==> education,1.3 BUSD,0.0 millions USD,,1831
1775,9617,1827,Manufacturing  ==> power tools,1.3 BUSD,0.0 millions USD,,1772
1776,3107,1828,Manufacturing  ==> industrial lasers,1.3 BUSD,-0.001 millions USD,,1617
1777,1355,1829,Fashion & Retail  ==> Nordstrom department stores,1.3 BUSD,0.0 millions USD,,1687
1778,4965,1830,Service  ==> EasyJet,1.3 BUSD,0.0 millions USD,,1649
1779,2536,1831,Metals & Mining  ==> trust fund,1.3 BUSD,0.0 millions USD,,1803
1780,6850,1832,Manufacturing  ==> toys,1.3 BUSD,0.0 millions USD,,1668
1781,1304,1833,"Construction & Engineering  ==> construction, investments",1.3 BUSD,0.0 millions USD,,1761
1782,1098,1834,"Construction & Engineering  ==> construction, investments",1.3 BUSD,0.001 millions USD,,1805
1783,3592,1835,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,1868
1784,4728,1836,Finance and Investments  ==> hedge funds,1.3 BUSD,0.0 millions USD,,1732
1785,8734,1837,Diversified  ==> chemicals,1.3 BUSD,0.0 millions USD,,1850
1786,8122,1838,Technology  ==> semiconductors,1.3 BUSD,0.0 millions USD,,1846
1787,4135,1839,Technology  ==> semiconductors,1.3 BUSD,0.0 millions USD,,1824
1788,4272,1840,Service  ==> industrial equipment,1.3 BUSD,0.0 millions USD,,1728
1789,9571,1841,Finance and Investments  ==> banking,1.3 BUSD,0.0 millions USD,,1828
1790,2887,1842,Technology  ==> software firm,1.3 BUSD,0.0 millions USD,,1795
1791,6305,1843,Finance and Investments  ==> diversified,1.3 BUSD,0.0 millions USD,,1799
1792,9916,1844,Healthcare  ==> pharmaceuticals,1.3 BUSD,0.0 millions USD,,2073
1793,5529,1845,Fashion & Retail  ==> retail,1.3 BUSD,0.0 millions USD,,1770
1794,8617,1846,Finance and Investments  ==> financial services,1.3 BUSD,0.0 millions USD,,1586
1795,4991,1847,Manufacturing  ==> electronics,1.3 BUSD,0.0 millions USD,,2079
1796,2501,1848,"Energy  ==> oil, banking, telecom",1.3 BUSD,-0.001 millions USD,,1943
1797,7636,1849,Diversified  ==> diversified,1.3 BUSD,0.0 millions USD,,1556
1798,3353,1850,Fashion & Retail  ==> retail,1.3 BUSD,0.001 millions USD,,1679
1799,2317,1851,Energy  ==> natural gas,1.3 BUSD,0.0 millions USD,,1493
1800,1726,1852,Manufacturing  ==> chemicals,1.3 BUSD,0.0 millions USD,,2007
1801,7457,1853,Energy  ==> gas,1.3 BUSD,0.0 millions USD,,1819
1802,5170,1854,Manufacturing  ==> solar panel components,1.3 BUSD,0.0 millions USD,,1941
1803,7289,1855,"Fashion & Retail  ==> footwear, apparel",1.3 BUSD,nan millions USD,,1941
1804,6886,1856,Diversified  ==> investments,1.3 BUSD,0.0 millions USD,,2021
1805,1839,1857,Fashion & Retail  ==> pharmacies,1.3 BUSD,0.0 millions USD,,1749
1806,9286,1858,Construction & Engineering  ==> construction,1.3 BUSD,0.0 millions USD,,1818
1807,3529,1859,Technology  ==> drones,1.3 BUSD,0.0 millions USD,,1814
1808,3430,1860,Food and Beverage  ==> Cargill,1.3 BUSD,0.0 millions USD,,1756
1809,3643,1861,Food and Beverage  ==> Cargill,1.3 BUSD,0.0 millions USD,,1757
1810,5611,1862,Food and Beverage  ==> Cargill,1.3 BUSD,0.0 millions USD,,1758
1811,7763,1863,Food and Beverage  ==> Cargill,1.3 BUSD,0.0 millions USD,,1759
1812,8513,1864,Diversified  ==> investments,1.3 BUSD,0.0 millions USD,,2031
1813,5279,1865,Technology  ==> Craigslist,1.3 BUSD,0.0 millions USD,,1790
1814,7003,1866,Fashion & Retail  ==> Nordstrom department stores,1.3 BUSD,0.0 millions USD,,1778
1815,5584,1867,Media & Entertainment  ==> media,1.3 BUSD,-0.001 millions USD,,1624
1816,8457,1868,Construction & Engineering  ==> toll roads,1.3 BUSD,0.0 millions USD,,1983
1817,9745,1869,Finance and Investments  ==> mutual funds,1.3 BUSD,0.0 millions USD,,2053
1818,6501,1870,Finance and Investments  ==> mutual funds,1.3 BUSD,0.0 millions USD,,2054
1819,7939,1871,Healthcare  ==> pharmaceuticals,1.3 BUSD,0.0 millions USD,,1830
1820,4106,1872,Manufacturing  ==> toys,1.3 BUSD,0.0 millions USD,,1667
1821,9282,1873,Metals & Mining  ==> trust fund,1.3 BUSD,0.0 millions USD,,1821
1822,3262,1874,Metals & Mining  ==> trust fund,1.3 BUSD,0.0 millions USD,,1812
1823,8252,1875,"Manufacturing  ==> fertilizer, real estate",1.3 BUSD,0.0 millions USD,,1802
1824,2095,1876,Finance and Investments  ==> banking,1.3 BUSD,0.0 millions USD,,1793
1825,1294,1877,Diversified  ==> diversified,1.3 BUSD,0.0 millions USD,,1998
1826,3251,1878,Technology  ==> information technology,1.3 BUSD,0.0 millions USD,,1847
1827,7335,1879,Healthcare  ==> pharmaceuticals,1.3 BUSD,-29.808000000000003 millions USD,,1862
1828,5390,1880,Manufacturing  ==> chemicals,1.3 BUSD,0.0 millions USD,,1933
1829,4635,1881,Manufacturing  ==> engineering,1.3 BUSD,0.0 millions USD,,1712
1830,8395,1882,Manufacturing  ==> diversified,1.3 BUSD,0.0 millions USD,,1695
1831,1716,1883,Technology  ==> online apparel retail,1.3 BUSD,nan millions USD,,1695
1832,6107,1884,Fashion & Retail  ==> retail,1.3 BUSD,0.0 millions USD,,1963
1833,5202,1885,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,1147
1834,8275,1886,Logistics  ==> shipping,1.3 BUSD,nan millions USD,,1147
1835,9557,1887,Technology  ==> lighting,1.3 BUSD,-0.001 millions USD,,2003
1836,1070,1888,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,1841
1837,4331,1889,Fashion & Retail  ==> supermarkets,1.3 BUSD,0.0 millions USD,,1595
1838,7116,1890,Construction & Engineering  ==> Construction,1.3 BUSD,0.0 millions USD,,2088
1839,1702,1891,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,2102
1840,9802,1892,Finance and Investments  ==> diversified,1.3 BUSD,0.0 millions USD,,1690
1841,2140,1893,Metals & Mining  ==> steel,1.3 BUSD,0.0 millions USD,,1886
1842,8436,1894,Metals & Mining  ==> steel,1.3 BUSD,0.0 millions USD,,1887
1843,8328,1895,"Manufacturing  ==> steel, heavy industry",1.3 BUSD,0.0 millions USD,,1865
1844,7378,1896,Technology  ==> semiconductors,1.3 BUSD,0.0 millions USD,,1723
1845,2300,1897,Metals & Mining  ==> coal mines,1.3 BUSD,0.0 millions USD,,1834
1846,3409,1898,Technology  ==> technology,1.3 BUSD,0.0 millions USD,,1746
1847,8761,1899,Food and Beverage  ==> food,1.3 BUSD,0.0 millions USD,,2145
1848,3377,1900,Automotive  ==> auto distribution,1.3 BUSD,0.0 millions USD,,1866
1849,6041,1901,Food and Beverage  ==> food sweeteners,1.3 BUSD,0.0 millions USD,,1833
1850,7511,1902,Metals & Mining  ==> trust fund,1.3 BUSD,0.0 millions USD,,1822
1851,1580,1903,Service  ==> wastewater treatment,1.3 BUSD,-0.001 millions USD,,1871
1852,4005,1904,Real Estate  ==> real estate services,1.3 BUSD,0.0 millions USD,,1658
1853,5397,1905,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,1885
1854,2107,1906,Manufacturing  ==> packaging,1.3 BUSD,0.0 millions USD,,1838
1855,3067,1907,Technology  ==> software,1.3 BUSD,0.0 millions USD,,2065
1856,5985,1908,Service  ==> education,1.3 BUSD,0.0 millions USD,,1878
1857,6816,1909,Food and Beverage  ==> brewery,1.3 BUSD,0.0 millions USD,,1609
1858,6049,1910,"Manufacturing  ==> chemicals, spandex",1.3 BUSD,0.0 millions USD,,1957
1859,1915,1911,Real Estate  ==> real estate,1.3 BUSD,0.0 millions USD,,1940
1860,6628,1912,Manufacturing  ==> glass,1.3 BUSD,0.0 millions USD,,2086
1861,5861,1913,Fashion & Retail  ==> costume jewelry,1.3 BUSD,-0.001 millions USD,,1842
1862,4569,1914,Diversified  ==> diversified,1.3 BUSD,-0.002 millions USD,,1867
1863,3273,1915,Real Estate  ==> real estate,1.3 BUSD,0.001 millions USD,,1903
1864,7432,1916,Technology  ==> IT products,1.3 BUSD,0.0 millions USD,,1694
1865,3336,1917,Manufacturing  ==> electrical equipment,1.3 BUSD,0.0 millions USD,,1961
1866,3667,1918,Finance and Investments  ==> investments,1.2 BUSD,nan millions USD,,1961
1867,2320,1919,Diversified  ==> diversified,1.2 BUSD,1.6369999999999998 millions USD,,1973
1868,6887,1920,Diversified  ==> diversified,1.2 BUSD,1.6369999999999998 millions USD,,1974
1869,7880,1921,Fashion & Retail  ==> fashion retail,1.2 BUSD,0.0 millions USD,,1864
1870,8385,1922,Finance and Investments  ==> venture capital investing,1.2 BUSD,-0.001 millions USD,,1699
1871,1932,1923,Metals & Mining  ==> Steel,1.2 BUSD,0.0 millions USD,,1928
1872,8493,1924,Finance and Investments  ==> money management,1.2 BUSD,0.0 millions USD,,1898
1873,6034,1925,Finance and Investments  ==> commodities,1.2 BUSD,0.0 millions USD,,1883
1874,4212,1926,"Construction & Engineering  ==> investments, real estate",1.2 BUSD,0.0 millions USD,,1911
1875,9030,1927,Fashion & Retail  ==> cosmetics,1.2 BUSD,nan millions USD,,1911
1876,4210,1928,Fashion & Retail  ==> supermarkets,1.2 BUSD,0.0 millions USD,,1776
